formula,smiles,nC,nH,nO,on_wikidata,wikidata_name,wikidata_id
C4H10O,[13CH3]C([13CH3])([13CH3])O,4,10,1,True,"2-(¹³C)Methyl(1,3-¹³C₂)propan-2-ol",Q82560348
C4H10O,[2H]C([2H])([2H])C(CO)C([2H])([2H])[2H],4,10,1,True,"2-(²H₃)Methyl(3,3,3-²H₃)propan-1-ol",Q82601928
C4H10O,[2H]C([2H])([2H])C([2H])(CO)C([2H])([2H])[2H],4,10,1,True,"2-(²H₃)Methyl(2,3,3,3-²H₄)propan-1-ol",Q82601929
C4H10O,[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])C([2H])([2H])O,4,10,1,True,2-(²H₃)Methyl(²H₆)propan-1-ol,Q82601930
C4H10O,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])O,4,10,1,True,(²H₉)Butan-1-ol,Q82643108
C4H10O,[2H]C([2H])([2H])CCCO,4,10,1,True,"(4,4,4-²H₃)Butan-1-ol",Q82671383
C4H10O,[2H]C([2H])([2H])C([2H])([2H])C([2H])(O)C([2H])([2H])[2H],4,10,1,True,(²H₉)Butan-2-ol,Q82694048
C4H10O,[13CH3][13CH2][13CH2][13CH2]O,4,10,1,True,(¹³C₄)Butan-1-ol,Q82694262
C4H10O,[2H]OC(C)CC,4,10,1,True,Butan-2-(²H)ol,Q82945662
C4H10O,[2H]OC(C([2H])([2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H],4,10,1,True,2-(²H₃)Methyl(²H₆)propan-2-(²H)ol,Q82950076
C4H10O,CCCC[O],4,10,1,True,n-Butoxy radical,Q83042676
C4H10O,[2H]C([2H])([2H])OC(C)C,4,10,1,True,Isopropyl methyl-d3-ether,Q83054409
C4H10O,CC(C)(C)[O],4,10,1,True,tert-Butoxy,Q83056361
C4H10O,[2H]OC(C)(C)C,4,10,1,True,2-Methylpropan-2-(2H)ol,Q83065462
C4H10O,[2H]OCCCC,4,10,1,True,Butan-1-(2H)ol,Q83070019
C4O2,C1#CC1=C1OO1,4,0,2,False,,
C4O2,C1#CC23OC12O3,4,0,2,False,,
C4O2,C1#COC#CO1,4,0,2,False,,
C4O2,C1#COOC#C1,4,0,2,False,,
C4O2,C1#Cc2ooc21,4,0,2,False,,
C4O2,C1=C2C=1C21OO1,4,0,2,False,,
C4O2,C1=C2OC23OC=13,4,0,2,False,,
C4O2,C1=C=c2oc=1o2,4,0,2,False,,
C4O2,C1=C=c2ooc2=1,4,0,2,False,,
C4O2,O1C23C14C21OC341,4,0,2,False,,
C4O2,O1C23OC14C2=C34,4,0,2,False,,
C4O2,O1C2=C3C14OC234,4,0,2,False,,
C4O2,O1OC23C4=C2C143,4,0,2,False,,
C4O2,O1OC2=C3C1=C23,4,0,2,False,,
C4O2,O=C1C2=C3OC132,4,0,2,False,,
C4O2,O=C1C2=C=C1O2,4,0,2,False,,
C4O2,O=C1OC12C#C2,4,0,2,False,,
C4O2,O=C1OC2=C=C12,4,0,2,False,,
C4O2,O=C=C1C#CO1,4,0,2,False,,
C4O2,O=C=C1C2=C1O2,4,0,2,False,,
C4O2,O=C=C=C=C=O,4,0,2,True,tetracarbon dioxide,Q3028850
C4O2,O=c1c#cc1=O,4,0,2,False,,
C4O2,O=c1c2c(=O)c12,4,0,2,False,,
C4O2,c1oc2c(c#1)O2,4,0,2,False,,
C4O2,o1c2c1c1oc21,4,0,2,False,,
C4O2,o1c2oc3c1c23,4,0,2,False,,
C4H2O2,C#CC#COO,4,2,2,False,,
C4H2O2,C#CC(=O)C=O,4,2,2,False,,
C4H2O2,C#CC(O)=C=O,4,2,2,False,,
C4H2O2,C#CC12OC1O2,4,2,2,False,,
C4H2O2,C#CC1=C(O)O1,4,2,2,False,,
C4H2O2,C#CC1OC1=O,4,2,2,False,,
C4H2O2,C#CC=C1OO1,4,2,2,False,,
C4H2O2,C#COC#CO,4,2,2,False,,
C4H2O2,C#COC1=CO1,4,2,2,False,,
C4H2O2,C#COC=C=O,4,2,2,False,,
C4H2O2,C#COOC#C,4,2,2,False,,
C4H2O2,C#Cc1coo1,4,2,2,False,,
C4H2O2,C1#CC12COO2,4,2,2,False,,
C4H2O2,C1#CC12OCO2,4,2,2,False,,
C4H2O2,C1#CC1C1OO1,4,2,2,False,,
C4H2O2,C1#CC2(C1)OO2,4,2,2,False,,
C4H2O2,C1#CC2(CO2)O1,4,2,2,False,,
C4H2O2,C1#CC2OC1O2,4,2,2,False,,
C4H2O2,C1#CC2OC2O1,4,2,2,False,,
C4H2O2,C1#CC2OOC12,4,2,2,False,,
C4H2O2,C1#COC=CO1,4,2,2,False,,
C4H2O2,C1#COOC=C1,4,2,2,False,,
C4H2O2,C1=C(C2=CO2)O1,4,2,2,False,,
C4H2O2,C1=C2C1C21OO1,4,2,2,False,,
C4H2O2,C1=C2C3OC12O3,4,2,2,False,,
C4H2O2,C1=C2C3OC23O1,4,2,2,False,,
C4H2O2,C1=C2C3OOC123,4,2,2,False,,
C4H2O2,C1=C2C=C1OO2,4,2,2,False,,
C4H2O2,C1=C2C=C2OO1,4,2,2,False,,
C4H2O2,C1=C2CC=1OO2,4,2,2,False,,
C4H2O2,C1=C2COC=1O2,4,2,2,False,,
C4H2O2,C1=C2COOC=12,4,2,2,False,,
C4H2O2,C1=C2OC13OC23,4,2,2,False,,
C4H2O2,C1=C2OC23OC13,4,2,2,False,,
C4H2O2,C1=C2OC3OC123,4,2,2,False,,
C4H2O2,C1=C2OCOC=12,4,2,2,False,,
C4H2O2,C1=C=COOC=1,4,2,2,False,,
C4H2O2,C1=CC1=C1OO1,4,2,2,False,,
C4H2O2,C1=CC2(C=1)OO2,4,2,2,False,,
C4H2O2,C1=CC23OC12O3,4,2,2,False,,
C4H2O2,C1=CC2OC=1O2,4,2,2,False,,
C4H2O2,C1=CC2OOC=12,4,2,2,False,,
C4H2O2,C1=CC=1C1OO1,4,2,2,False,,
C4H2O2,C1=COC2OC=12,4,2,2,False,,
C4H2O2,C1=Cc2ooc21,4,2,2,False,,
C4H2O2,C1=c2ooc2=C1,4,2,2,False,,
C4H2O2,C1C23OC24OC134,4,2,2,False,,
C4H2O2,C1C2=C1C21OO1,4,2,2,False,,
C4H2O2,C1C2=C3OC12O3,4,2,2,False,,
C4H2O2,C1C2=C3OC13O2,4,2,2,False,,
C4H2O2,C1C2=C3OOC123,4,2,2,False,,
C4H2O2,C1OC12C1=C2O1,4,2,2,False,,
C4H2O2,C1OC23OC2=C13,4,2,2,False,,
C4H2O2,C1OC2=C3OC123,4,2,2,False,,
C4H2O2,C=C1C#COO1,4,2,2,False,,
C4H2O2,C=C1C(=O)C1=O,4,2,2,False,,
C4H2O2,C=C1C23OC12O3,4,2,2,False,,
C4H2O2,C=C1OC#CO1,4,2,2,False,,
C4H2O2,C=C1OC1=C=O,4,2,2,False,,
C4H2O2,C=C1OC2=C1O2,4,2,2,False,,
C4H2O2,C=C1c2ooc21,4,2,2,False,,
C4H2O2,C=C=C1OC1=O,4,2,2,False,,
C4H2O2,C=C=C=C1OO1,4,2,2,False,,
C4H2O2,O1C23OC14C2C34,4,2,2,False,,
C4H2O2,O1C2=C1C1OC21,4,2,2,False,,
C4H2O2,O1C2=C3C1C3O2,4,2,2,False,,
C4H2O2,O1C2=C3C1OC23,4,2,2,False,,
C4H2O2,O1C2=C3OC1C23,4,2,2,False,,
C4H2O2,O1C2=C3OC3C12,4,2,2,False,,
C4H2O2,O1C2C13C1OC213,4,2,2,False,,
C4H2O2,O1C2C34OC23C14,4,2,2,False,,
C4H2O2,O1C2C3C14OC234,4,2,2,False,,
C4H2O2,O1OC23C4C2C143,4,2,2,False,,
C4H2O2,O1OC2C3=C1C32,4,2,2,False,,
C4H2O2,O1OC2C3=C2C13,4,2,2,False,,
C4H2O2,O=C(O)C1=C=C1,4,2,2,False,,
C4H2O2,O=C(O)C1C#C1,4,2,2,False,,
C4H2O2,O=C1C#CC1O,4,2,2,False,,
C4H2O2,O=C1C#CCO1,4,2,2,False,,
C4H2O2,O=C1C#COC1,4,2,2,False,,
C4H2O2,O=C1C23CC12O3,4,2,2,False,,
C4H2O2,O=C1C2=C(O)C12,4,2,2,False,,
C4H2O2,O=C1C2=CC12O,4,2,2,False,,
C4H2O2,O=C1C2=CC1O2,4,2,2,False,,
C4H2O2,O=C1C2=COC12,4,2,2,False,,
C4H2O2,O=C1C2C(=O)C12,4,2,2,False,,
C4H2O2,O=C1C2C3OC132,4,2,2,False,,
C4H2O2,O=C1C=C2OC12,4,2,2,False,,
C4H2O2,O=C1C=C=C1O,4,2,2,False,,
C4H2O2,O=C1C=C=CO1,4,2,2,False,,
C4H2O2,O=C1CC#CO1,4,2,2,False,,
C4H2O2,O=C1CC2=C1O2,4,2,2,False,,
C4H2O2,O=C1OC12C=C2,4,2,2,False,,
C4H2O2,O=C1OC2=C1C2,4,2,2,False,,
C4H2O2,O=C1OC2=CC12,4,2,2,False,,
C4H2O2,O=C1OC2C=C12,4,2,2,False,,
C4H2O2,O=C=C1C2OC12,4,2,2,False,,
C4H2O2,O=C=C1C=C1O,4,2,2,False,,
C4H2O2,O=C=C1C=CO1,4,2,2,False,,
C4H2O2,O=C=C1CC1=O,4,2,2,False,,
C4H2O2,O=C=C=C1CO1,4,2,2,False,,
C4H2O2,O=C=C=C=CO,4,2,2,False,,
C4H2O2,O=C=C=CC=O,4,2,2,False,,
C4H2O2,O=C=CC#CO,4,2,2,False,,
C4H2O2,O=C=CC1=CO1,4,2,2,False,,
C4H2O2,O=C=CC=C=O,4,2,2,True,"Buta-1,3-diene-1,4-dione",Q82461491
C4H2O2,O=CC#CC=O,4,2,2,True,2-Butynedial,Q82296984
C4H2O2,O=CC1(O)C#C1,4,2,2,False,,
C4H2O2,O=CC12C=C1O2,4,2,2,False,,
C4H2O2,O=CC1=C2OC12,4,2,2,False,,
C4H2O2,O=CC1=C=C1O,4,2,2,False,,
C4H2O2,O=CC1=C=CO1,4,2,2,False,,
C4H2O2,O=CC1C#CO1,4,2,2,False,,
C4H2O2,O=CC1C2=C1O2,4,2,2,False,,
C4H2O2,O=COC1=C=C1,4,2,2,False,,
C4H2O2,O=COC1C#C1,4,2,2,False,,
C4H2O2,O=Cc1cc1=O,4,2,2,False,,
C4H2O2,O=c1c2c1C2O,4,2,2,False,,
C4H2O2,O=c1c2c1OC2,4,2,2,False,,
C4H2O2,O=c1ccc1=O,4,2,2,True,"3-Cyclobutene-1,2-dione",Q83057924
C4H2O2,OC#CC#CO,4,2,2,True,"Buta-1,3-diyne-1,4-diol",Q82469224
C4H2O2,OC#CC1=CO1,4,2,2,False,,
C4H2O2,OC(O)=C1C#C1,4,2,2,False,,
C4H2O2,OC1(O)C2=C=C21,4,2,2,False,,
C4H2O2,OC12C#CC1O2,4,2,2,False,,
C4H2O2,OC12C3=C1C2O3,4,2,2,False,,
C4H2O2,OC12C3=C1C32O,4,2,2,False,,
C4H2O2,OC12C3C14OC324,4,2,2,False,,
C4H2O2,OC12C=C=C1O2,4,2,2,False,,
C4H2O2,OC12OC13C=C23,4,2,2,False,,
C4H2O2,OC12OC3=C1C32,4,2,2,False,,
C4H2O2,OC12OC3C1=C32,4,2,2,False,,
C4H2O2,OC1=C(O)C#C1,4,2,2,False,,
C4H2O2,OC1=C2C(O)=C12,4,2,2,False,,
C4H2O2,OC1=C2C3OC123,4,2,2,False,,
C4H2O2,OC1=C2C=C1O2,4,2,2,False,,
C4H2O2,OC1=C=C2OC12,4,2,2,False,,
C4H2O2,OC1=C=C=C1O,4,2,2,False,,
C4H2O2,OC1=C=C=CO1,4,2,2,False,,
C4H2O2,OC1C2=C3OC321,4,2,2,False,,
C4H2O2,OC1C2=C=C1O2,4,2,2,False,,
C4H2O2,OC1OC12C#C2,4,2,2,False,,
C4H2O2,OC1OC2=C=C21,4,2,2,False,,
C4H2O2,OC=C1C#CO1,4,2,2,False,,
C4H2O2,OC=C1C2=C1O2,4,2,2,False,,
C4H2O2,OOC12C3=C1C32,4,2,2,False,,
C4H2O2,OOC1=C2C=C21,4,2,2,False,,
C4H2O2,OOC1=C=C=C1,4,2,2,False,,
C4H2O2,OOC1=CC#C1,4,2,2,False,,
C4H2O2,OOC1C2=C=C21,4,2,2,False,,
C4H2O2,OOC=C1C#C1,4,2,2,False,,
C4H2O2,Oc1c#coc1,4,2,2,False,,
C4H2O2,Oc1c2coc1-2,4,2,2,False,,
C4H2O2,Oc1cc#co1,4,2,2,False,,
C4H2O2,Oc1cc2oc1-2,4,2,2,False,,
C4H2O2,Oc1cc2oc1=2,4,2,2,False,,
C4H2O2,Oc1oc2cc1-2,4,2,2,False,,
C4H2O2,c1cc2c(o1)O2,4,2,2,False,,
C4H2O2,c1cc2oc1o2,4,2,2,False,,
C4H2O2,c1oc2cc1O2,4,2,2,False,,
C4H2O2,c1occ2c1O2,4,2,2,False,,
C4H4O2,C#CC(=C)OO,4,4,2,False,,
C4H4O2,C#CC(=O)CO,4,4,2,False,,
C4H4O2,C#CC(=O)OC,4,4,2,True,methyl propiolate,Q56291556
C4H4O2,C#CC(O)=CO,4,4,2,False,,
C4H4O2,C#CC(O)C=O,4,4,2,False,,
C4H4O2,C#CC1(C)OO1,4,4,2,False,,
C4H4O2,C#CC1(O)CO1,4,4,2,False,,
C4H4O2,C#CC1COO1,4,4,2,False,,
C4H4O2,C#CC1OC1O,4,4,2,False,,
C4H4O2,C#CC1OCO1,4,4,2,False,,
C4H4O2,C#CC=C(O)O,4,4,2,False,,
C4H4O2,C#CC=COO,4,4,2,False,,
C4H4O2,C#CCC(=O)O,4,4,2,True,3-butynoic acid,Q27105463
C4H4O2,C#CCC1OO1,4,4,2,False,,
C4H4O2,C#CCOC=O,4,4,2,False,,
C4H4O2,C#COC(=C)O,4,4,2,False,,
C4H4O2,C#COC(C)=O,4,4,2,False,,
C4H4O2,C#COC1CO1,4,4,2,False,,
C4H4O2,C#COC=CO,4,4,2,False,,
C4H4O2,C#COCC=O,4,4,2,False,,
C4H4O2,C#COOC=C,4,4,2,False,,
C4H4O2,C1#CCOOC1,4,4,2,False,,
C4H4O2,C1#COCCO1,4,4,2,False,,
C4H4O2,C1#COCOC1,4,4,2,False,,
C4H4O2,C1#COOCC1,4,4,2,False,,
C4H4O2,C1=C(C2CO2)O1,4,4,2,False,,
C4H4O2,C1=C(C2OO2)C1,4,4,2,False,,
C4H4O2,C1=C2CC(O1)O2,4,4,2,False,,
C4H4O2,C1=C2CC1OO2,4,4,2,False,,
C4H4O2,C1=C2CC2OO1,4,4,2,False,,
C4H4O2,C1=C2COC1O2,4,4,2,False,,
C4H4O2,C1=C2COC2O1,4,4,2,False,,
C4H4O2,C1=C2COOC12,4,4,2,False,,
C4H4O2,C1=C2OC(C1)O2,4,4,2,False,,
C4H4O2,C1=C2OC2CO1,4,4,2,False,,
C4H4O2,C1=C2OC2OC1,4,4,2,False,,
C4H4O2,C1=C2OCC1O2,4,4,2,False,,
C4H4O2,C1=C2OCC2O1,4,4,2,False,,
C4H4O2,C1=C2OCOC12,4,4,2,False,,
C4H4O2,C1=C2OOC2C1,4,4,2,False,,
C4H4O2,C1=C2OOCC12,4,4,2,False,,
C4H4O2,C1=CC12COO2,4,4,2,False,,
C4H4O2,C1=CC12OCO2,4,4,2,False,,
C4H4O2,C1=CC1C1OO1,4,4,2,False,,
C4H4O2,C1=CC2(C1)OO2,4,4,2,False,,
C4H4O2,C1=CC2(CO2)O1,4,4,2,False,,
C4H4O2,C1=CC2OC1O2,4,4,2,False,,
C4H4O2,C1=CC2OC2O1,4,4,2,False,,
C4H4O2,C1=CC2OOC12,4,4,2,False,,
C4H4O2,C1=CCOOC=1,4,4,2,False,,
C4H4O2,C1=COC=CO1,4,4,2,True,"1,4-dioxin",Q161534
C4H4O2,C1=COCOC=1,4,4,2,False,,
C4H4O2,C1=COOC=C1,4,4,2,True,"1,2-dioxin",Q161486
C4H4O2,C1C23CC1(O2)O3,4,4,2,False,,
C4H4O2,C1C23CC12OO3,4,4,2,False,,
C4H4O2,C1C2C1C21OO1,4,4,2,False,,
C4H4O2,C1C2C3OC12O3,4,4,2,False,,
C4H4O2,C1C2C3OOC123,4,4,2,False,,
C4H4O2,C1C2OC13OC23,4,4,2,False,,
C4H4O2,C1C2OC23OC13,4,4,2,False,,
C4H4O2,C1C2OC3OC123,4,4,2,False,,
C4H4O2,C1CC1=C1OO1,4,4,2,False,,
C4H4O2,C1CC23OC12O3,4,4,2,False,,
C4H4O2,C1CC2=C(O1)O2,4,4,2,False,,
C4H4O2,C1Cc2ooc21,4,4,2,False,,
C4H4O2,C1OC12C1OC12,4,4,2,False,,
C4H4O2,C1OC1=C1CO1,4,4,2,False,,
C4H4O2,C1OC23CC12O3,4,4,2,False,,
C4H4O2,C1OC23OC2C13,4,4,2,False,,
C4H4O2,C1OC2=C(C2)O1,4,4,2,False,,
C4H4O2,C1OC2=C1CO2,4,4,2,False,,
C4H4O2,C1OC2C3OC123,4,4,2,False,,
C4H4O2,C1OCC2=C1O2,4,4,2,False,,
C4H4O2,C1OOC2=C1C2,4,4,2,False,,
C4H4O2,C=C(C=O)C=O,4,4,2,True,Methylidenepropanedial,Q82496472
C4H4O2,C=C(O)C#CO,4,4,2,False,,
C4H4O2,C=C(O)C1=CO1,4,4,2,False,,
C4H4O2,C=C(O)C=C=O,4,4,2,False,,
C4H4O2,C=C1C(=O)C1O,4,4,2,True,(2R)-2-hydroxy-3-methylidenecyclopropan-1-one,Q105246441
C4H4O2,C=C1C(O)=C1O,4,4,2,False,,
C4H4O2,C=C1C2OC12O,4,4,2,False,,
C4H4O2,C=C1C2OC1O2,4,4,2,False,,
C4H4O2,C=C1C2OOC12,4,4,2,False,,
C4H4O2,C=C1C=C(O)O1,4,4,2,False,,
C4H4O2,C=C1C=C1OO,4,4,2,False,,
C4H4O2,C=C1C=COO1,4,4,2,False,,
C4H4O2,C=C1CC(=O)O1,4,4,2,True,diketene,Q418541
C4H4O2,C=C1CC12OO2,4,4,2,False,,
C4H4O2,C=C1COC1=O,4,4,2,False,,
C4H4O2,C=C1OC12CO2,4,4,2,False,,
C4H4O2,C=C1OC1=CO,4,4,2,False,,
C4H4O2,C=C1OC1C=O,4,4,2,False,,
C4H4O2,C=C1OC2OC12,4,4,2,False,,
C4H4O2,C=C1OC=C1O,4,4,2,False,,
C4H4O2,C=C1OC=CO1,4,4,2,False,,
C4H4O2,C=C1OCC1=O,4,4,2,False,,
C4H4O2,C=C=C(O)C=O,4,4,2,False,,
C4H4O2,C=C=C1COO1,4,4,2,False,,
C4H4O2,C=C=C1OC1O,4,4,2,False,,
C4H4O2,C=C=C1OCO1,4,4,2,False,,
C4H4O2,C=C=C=C(O)O,4,4,2,False,,
C4H4O2,C=C=C=COO,4,4,2,False,,
C4H4O2,C=C=CC(=O)O,4,4,2,False,,
C4H4O2,C=C=CC1OO1,4,4,2,False,,
C4H4O2,C=C=COC=O,4,4,2,False,,
C4H4O2,C=CC#COO,4,4,2,False,,
C4H4O2,C=CC(=O)C=O,4,4,2,True,"3-Butenal, 2-oxo-",Q83038370
C4H4O2,C=CC(O)=C=O,4,4,2,False,,
C4H4O2,C=CC12OC1O2,4,4,2,False,,
C4H4O2,C=CC1=C(O)O1,4,4,2,False,,
C4H4O2,C=CC1OC1=O,4,4,2,False,,
C4H4O2,C=CC=C1OO1,4,4,2,False,,
C4H4O2,C=COC#CO,4,4,2,False,,
C4H4O2,C=COC1=CO1,4,4,2,False,,
C4H4O2,C=COC=C=O,4,4,2,False,,
C4H4O2,C=Cc1coo1,4,4,2,False,,
C4H4O2,C=c1oc(=C)o1,4,4,2,True,"2,4-Dimethylidene-1,3-dioxetane",Q82445067
C4H4O2,C=c1ooc1=C,4,4,2,False,,
C4H4O2,CC#CC(=O)O,4,4,2,True,tetrolic acid,Q30693372
C4H4O2,CC#CC1OO1,4,4,2,False,,
C4H4O2,CC#COC=O,4,4,2,False,,
C4H4O2,CC(=C=O)C=O,4,4,2,False,,
C4H4O2,CC(=O)C#CO,4,4,2,False,,
C4H4O2,CC(=O)C1=CO1,4,4,2,False,,
C4H4O2,CC(=O)C=C=O,4,4,2,True,"But-1-ene-1,3-dione",Q82360515
C4H4O2,CC(O)=C=C=O,4,4,2,False,,
C4H4O2,CC1(O)C#CO1,4,4,2,False,,
C4H4O2,CC1(O)C2=C1O2,4,4,2,False,,
C4H4O2,CC1(OO)C#C1,4,4,2,False,,
C4H4O2,CC12C=C(O1)O2,4,4,2,False,,
C4H4O2,CC12C=C1OO2,4,4,2,False,,
C4H4O2,CC12OC13OC23,4,4,2,False,,
C4H4O2,CC12OC1=C2O,4,4,2,False,,
C4H4O2,CC12OC1C2=O,4,4,2,False,,
C4H4O2,CC12OC=C1O2,4,4,2,False,,
C4H4O2,CC1=C(C=O)O1,4,4,2,False,,
C4H4O2,CC1=C2OC12O,4,4,2,False,,
C4H4O2,CC1=C2OC1O2,4,4,2,False,,
C4H4O2,CC1=C2OC2O1,4,4,2,False,,
C4H4O2,CC1=C2OOC12,4,4,2,False,,
C4H4O2,CC1=C=C(O)O1,4,4,2,False,,
C4H4O2,CC1=C=C1OO,4,4,2,False,,
C4H4O2,CC1=C=COO1,4,4,2,False,,
C4H4O2,CC1=CC(=O)O1,4,4,2,True,"2H-Oxet-2-one, 4-methyl-",Q82314722
C4H4O2,CC1=CC12OO2,4,4,2,False,,
C4H4O2,CC1=COC1=O,4,4,2,False,,
C4H4O2,CC1C#COO1,4,4,2,False,,
C4H4O2,CC1C(=O)C1=O,4,4,2,False,,
C4H4O2,CC1C23OC12O3,4,4,2,False,,
C4H4O2,CC1OC#CO1,4,4,2,False,,
C4H4O2,CC1OC1=C=O,4,4,2,False,,
C4H4O2,CC1OC2=C1O2,4,4,2,False,,
C4H4O2,CC1c2ooc21,4,4,2,False,,
C4H4O2,CC=C1OC1=O,4,4,2,False,,
C4H4O2,CC=C=C1OO1,4,4,2,False,,
C4H4O2,COC#CC=O,4,4,2,True,3-Methoxyprop-2-ynal,Q82733469
C4H4O2,COC1(O)C#C1,4,4,2,False,,
C4H4O2,COC12C=C1O2,4,4,2,False,,
C4H4O2,COC1=C2OC12,4,4,2,False,,
C4H4O2,COC1=C=C1O,4,4,2,False,,
C4H4O2,COC1=C=CO1,4,4,2,False,,
C4H4O2,COC1C#CO1,4,4,2,False,,
C4H4O2,COC1C2=C1O2,4,4,2,False,,
C4H4O2,COC=C=C=O,4,4,2,False,,
C4H4O2,COOC1=C=C1,4,4,2,False,,
C4H4O2,COOC1C#C1,4,4,2,False,,
C4H4O2,COc1cc1=O,4,4,2,False,,
C4H4O2,Cc1c(O)c1=O,4,4,2,False,,
C4H4O2,O1C2C1C1OC21,4,4,2,False,,
C4H4O2,O1C2OC3C1C23,4,4,2,False,,
C4H4O2,O1OC2C3C1C23,4,4,2,False,,
C4H4O2,O=C(O)C1=CC1,4,4,2,False,,
C4H4O2,O=C(O)C1C=C1,4,4,2,True,cycloprop-2-ene carboxylic acid,Q5198965
C4H4O2,O=C1C2C(O)C12,4,4,2,False,,
C4H4O2,O=C1C2CC12O,4,4,2,False,,
C4H4O2,O=C1C2CC1O2,4,4,2,False,,
C4H4O2,O=C1C2COC12,4,4,2,False,,
C4H4O2,O=C1C=C(O)C1,4,4,2,True,3-Hydroxycyclobut-2-en-1-one,Q82303641
C4H4O2,O=C1C=CC1O,4,4,2,False,,
C4H4O2,O=C1C=CCO1,4,4,2,True,2(5H)-furanone,Q4596886
C4H4O2,O=C1C=COC1,4,4,2,False,,
C4H4O2,O=C1CC(=O)C1,4,4,2,True,"cyclobutane-1,3-dione",Q83035032
C4H4O2,O=C1CC12CO2,4,4,2,False,,
C4H4O2,O=C1CC1=CO,4,4,2,False,,
C4H4O2,O=C1CC2OC12,4,4,2,False,,
C4H4O2,O=C1CC=C1O,4,4,2,False,,
C4H4O2,O=C1CC=CO1,4,4,2,True,2(3H)-furanone,Q27117381
C4H4O2,O=C1CCC1=O,4,4,2,True,"1,2-Cyclobutanedione",Q72459357
C4H4O2,O=C1OC12CC2,4,4,2,False,,
C4H4O2,O=C1OC2CC12,4,4,2,False,,
C4H4O2,O=C=C1CC1O,4,4,2,False,,
C4H4O2,O=C=C1CCO1,4,4,2,False,,
C4H4O2,O=C=C1COC1,4,4,2,False,,
C4H4O2,O=C=C=CCO,4,4,2,False,,
C4H4O2,O=C=CC1CO1,4,4,2,False,,
C4H4O2,O=C=CC=CO,4,4,2,False,,
C4H4O2,O=C=CCC=O,4,4,2,False,,
C4H4O2,O=CC#CCO,4,4,2,True,4-hydroxybut-2-ynal,Q27102037
C4H4O2,O=CC1(O)C=C1,4,4,2,False,,
C4H4O2,O=CC12CC1O2,4,4,2,False,,
C4H4O2,O=CC1=C(O)C1,4,4,2,False,,
C4H4O2,O=CC1=CC1O,4,4,2,False,,
C4H4O2,O=CC1=CCO1,4,4,2,False,,
C4H4O2,O=CC1=COC1,4,4,2,False,,
C4H4O2,O=CC1C2OC12,4,4,2,False,,
C4H4O2,O=CC1C=C1O,4,4,2,False,,
C4H4O2,O=CC1C=CO1,4,4,2,False,,
C4H4O2,O=CC1CC1=O,4,4,2,False,,
C4H4O2,O=CC=C1CO1,4,4,2,False,,
C4H4O2,O=CC=C=CO,4,4,2,False,,
C4H4O2,O=CC=CC=O,4,4,2,True,malealdehyde,Q27117385
C4H4O2,O=CCC#CO,4,4,2,False,,
C4H4O2,O=CCC1=CO1,4,4,2,False,,
C4H4O2,O=COC1=CC1,4,4,2,False,,
C4H4O2,O=COC1C=C1,4,4,2,False,,
C4H4O2,O=c1cc1CO,4,4,2,True,Penitricin,Q83121291
C4H4O2,OC#CC1CO1,4,4,2,False,,
C4H4O2,OC#CC=CO,4,4,2,False,,
C4H4O2,OC(O)=C1C=C1,4,4,2,False,,
C4H4O2,OC(O)C1=C=C1,4,4,2,False,,
C4H4O2,OC(O)C1C#C1,4,4,2,False,,
C4H4O2,OC1(O)C#CC1,4,4,2,False,,
C4H4O2,OC1(O)C2=C1C2,4,4,2,False,,
C4H4O2,OC1(O)C2=CC21,4,4,2,False,,
C4H4O2,OC1(O)C=C=C1,4,4,2,False,,
C4H4O2,OC12C3C1C32O,4,4,2,False,,
C4H4O2,OC12C3OC1C32,4,4,2,False,,
C4H4O2,OC12C=C(C1)O2,4,4,2,False,,
C4H4O2,OC12C=C1CO2,4,4,2,False,,
C4H4O2,OC12C=C1OC2,4,4,2,False,,
C4H4O2,OC12C=CC1O2,4,4,2,False,,
C4H4O2,OC12CC13OC23,4,4,2,False,,
C4H4O2,OC12CC1=CO2,4,4,2,False,,
C4H4O2,OC12CC=C1O2,4,4,2,False,,
C4H4O2,OC12OC13CC23,4,4,2,False,,
C4H4O2,OC12OC3C1C32,4,4,2,False,,
C4H4O2,OC1=C(O)C=C1,4,4,2,False,,
C4H4O2,OC1=C2C(O)C12,4,4,2,False,,
C4H4O2,OC1=C2CC12O,4,4,2,False,,
C4H4O2,OC1=C2CC1O2,4,4,2,False,,
C4H4O2,OC1=C2CC2O1,4,4,2,False,,
C4H4O2,OC1=C2COC12,4,4,2,False,,
C4H4O2,OC1=C2OC2C1,4,4,2,False,,
C4H4O2,OC1=C2OCC12,4,4,2,False,,
C4H4O2,OC1=C=C(O)C1,4,4,2,False,,
C4H4O2,OC1=C=CC1O,4,4,2,False,,
C4H4O2,OC1=C=CCO1,4,4,2,False,,
C4H4O2,OC1=C=COC1,4,4,2,False,,
C4H4O2,OC1=CC(O)=C1,4,4,2,False,,
C4H4O2,OC1=CC12CO2,4,4,2,False,,
C4H4O2,OC1=CC2OC12,4,4,2,False,,
C4H4O2,OC1=CC=C1O,4,4,2,False,,
C4H4O2,OC1C#CC1O,4,4,2,False,,
