formula,smiles,nC,nH,nO,on_wikidata,wikidata_name,wikidata_id
C4H8O4,C=C(O)C(O)OOC,4,8,4,False,,
C4H8O4,C=C(O)C(OC)OO,4,8,4,False,,
C4H8O4,C=C(O)CC(O)(O)O,4,8,4,False,,
C4H8O4,C=C(O)CC(O)OO,4,8,4,False,,
C4H8O4,C=C(O)CCOOO,4,8,4,False,,
C4H8O4,C=C(O)COC(O)O,4,8,4,False,,
C4H8O4,C=C(O)COCOO,4,8,4,False,,
C4H8O4,C=C(O)COOCO,4,8,4,False,,
C4H8O4,C=C(O)COOOC,4,8,4,False,,
C4H8O4,C=C(O)OC(C)(O)O,4,8,4,False,,
C4H8O4,C=C(O)OC(C)OO,4,8,4,False,,
C4H8O4,C=C(O)OC(O)CO,4,8,4,False,,
C4H8O4,C=C(O)OC(O)OC,4,8,4,False,,
C4H8O4,C=C(O)OCC(O)O,4,8,4,False,,
C4H8O4,C=C(O)OCCOO,4,8,4,False,,
C4H8O4,C=C(O)OCOCO,4,8,4,False,,
C4H8O4,C=C(O)OCOOC,4,8,4,False,,
C4H8O4,C=C(O)OOC(C)O,4,8,4,False,,
C4H8O4,C=C(O)OOCCO,4,8,4,False,,
C4H8O4,C=C(O)OOCOC,4,8,4,False,,
C4H8O4,C=C(O)OOOCC,4,8,4,False,,
C4H8O4,C=C(OC)C(O)(O)O,4,8,4,False,,
C4H8O4,C=C(OC)C(O)OO,4,8,4,False,,
C4H8O4,C=C(OC)OC(O)O,4,8,4,False,,
C4H8O4,C=C(OC)OCOO,4,8,4,False,,
C4H8O4,C=C(OC)OOCO,4,8,4,False,,
C4H8O4,C=C(OC)OOOC,4,8,4,False,,
C4H8O4,C=C(OCC)OOO,4,8,4,False,,
C4H8O4,C=C(OCO)C(O)O,4,8,4,False,,
C4H8O4,C=C(OCO)OCO,4,8,4,False,,
C4H8O4,C=C(OCO)OOC,4,8,4,False,,
C4H8O4,C=C(OO)C(C)(O)O,4,8,4,False,,
C4H8O4,C=C(OO)C(C)OO,4,8,4,False,,
C4H8O4,C=C(OO)C(O)CO,4,8,4,False,,
C4H8O4,C=C(OO)C(O)OC,4,8,4,False,,
C4H8O4,C=C(OO)OC(C)O,4,8,4,False,,
C4H8O4,C=C(OO)OCCO,4,8,4,False,,
C4H8O4,C=C(OO)OCOC,4,8,4,False,,
C4H8O4,C=C(OO)OOCC,4,8,4,False,,
C4H8O4,C=C(OOC)C(O)O,4,8,4,False,,
C4H8O4,C=C(OOC)OOC,4,8,4,False,,
C4H8O4,C=C(OOO)C(C)O,4,8,4,False,,
C4H8O4,C=CC(C)(O)OOO,4,8,4,False,,
C4H8O4,C=CC(C)(OO)OO,4,8,4,False,,
C4H8O4,C=CC(C)OOOO,4,8,4,False,,
C4H8O4,C=CC(CO)OOO,4,8,4,False,,
C4H8O4,C=CC(COO)OO,4,8,4,False,,
C4H8O4,C=CC(O)(CO)OO,4,8,4,False,,
C4H8O4,C=CC(O)(O)C(O)O,4,8,4,False,,
C4H8O4,C=CC(O)(O)COO,4,8,4,False,,
C4H8O4,C=CC(O)(O)OCO,4,8,4,False,,
C4H8O4,C=CC(O)(O)OOC,4,8,4,False,,
C4H8O4,C=CC(O)(OC)OO,4,8,4,False,,
C4H8O4,C=CC(O)C(O)(O)O,4,8,4,False,,
C4H8O4,C=CC(O)C(O)OO,4,8,4,False,,
C4H8O4,C=CC(O)COOO,4,8,4,False,,
C4H8O4,C=CC(O)OC(O)O,4,8,4,False,,
C4H8O4,C=CC(O)OCOO,4,8,4,False,,
C4H8O4,C=CC(O)OOCO,4,8,4,False,,
C4H8O4,C=CC(O)OOOC,4,8,4,False,,
C4H8O4,C=CC(OC)OOO,4,8,4,False,,
C4H8O4,C=CC(OO)C(O)O,4,8,4,False,,
C4H8O4,C=CC(OO)OCO,4,8,4,False,,
C4H8O4,C=CC(OO)OOC,4,8,4,False,,
C4H8O4,C=CCC(O)(O)OO,4,8,4,False,,
C4H8O4,C=CCC(O)OOO,4,8,4,False,,
C4H8O4,C=CCC(OO)OO,4,8,4,False,,
C4H8O4,C=CCCOOOO,4,8,4,False,,
C4H8O4,C=CCOC(O)(O)O,4,8,4,False,,
C4H8O4,C=CCOC(O)OO,4,8,4,False,,
C4H8O4,C=CCOCOOO,4,8,4,False,,
C4H8O4,C=CCOOC(O)O,4,8,4,False,,
C4H8O4,C=CCOOCOO,4,8,4,False,,
C4H8O4,C=CCOOOCO,4,8,4,False,,
C4H8O4,C=CCOOOOC,4,8,4,False,,
C4H8O4,C=COC(C)(O)OO,4,8,4,False,,
C4H8O4,C=COC(C)OOO,4,8,4,False,,
C4H8O4,C=COC(CO)OO,4,8,4,False,,
C4H8O4,C=COC(O)(O)CO,4,8,4,False,,
C4H8O4,C=COC(O)(O)OC,4,8,4,False,,
C4H8O4,C=COC(O)C(O)O,4,8,4,False,,
C4H8O4,C=COC(O)COO,4,8,4,False,,
C4H8O4,C=COC(O)OCO,4,8,4,False,,
C4H8O4,C=COC(O)OOC,4,8,4,False,,
C4H8O4,C=COC(OC)OO,4,8,4,False,,
C4H8O4,C=COCC(O)(O)O,4,8,4,False,,
C4H8O4,C=COCC(O)OO,4,8,4,False,,
C4H8O4,C=COCCOOO,4,8,4,False,,
C4H8O4,C=COCOC(O)O,4,8,4,False,,
C4H8O4,C=COCOCOO,4,8,4,False,,
C4H8O4,C=COCOOCO,4,8,4,False,,
C4H8O4,C=COCOOOC,4,8,4,False,,
C4H8O4,C=COOC(C)(O)O,4,8,4,False,,
C4H8O4,C=COOC(C)OO,4,8,4,False,,
C4H8O4,C=COOC(O)CO,4,8,4,False,,
C4H8O4,C=COOC(O)OC,4,8,4,False,,
C4H8O4,C=COOCC(O)O,4,8,4,False,,
C4H8O4,C=COOCCOO,4,8,4,False,,
C4H8O4,C=COOCOCO,4,8,4,False,,
C4H8O4,C=COOCOOC,4,8,4,False,,
C4H8O4,C=COOOC(C)O,4,8,4,False,,
C4H8O4,C=COOOCCO,4,8,4,False,,
C4H8O4,C=COOOCOC,4,8,4,False,,
C4H8O4,C=COOOOCC,4,8,4,False,,
C4H8O4,CC(=C(O)O)C(O)O,4,8,4,False,,
C4H8O4,CC(=CC(O)O)OO,4,8,4,False,,
C4H8O4,CC(=CCO)OOO,4,8,4,False,,
C4H8O4,CC(=CCOO)OO,4,8,4,False,,
C4H8O4,CC(=CO)C(O)(O)O,4,8,4,False,,
C4H8O4,CC(=CO)C(O)OO,4,8,4,False,,
C4H8O4,CC(=CO)COOO,4,8,4,False,,
C4H8O4,CC(=CO)OC(O)O,4,8,4,False,,
C4H8O4,CC(=CO)OCOO,4,8,4,False,,
C4H8O4,CC(=CO)OOCO,4,8,4,False,,
C4H8O4,CC(=COCO)OO,4,8,4,False,,
C4H8O4,CC(=COO)C(O)O,4,8,4,False,,
C4H8O4,CC(=COO)COO,4,8,4,False,,
C4H8O4,CC(=COO)OCO,4,8,4,False,,
C4H8O4,CC(=COOO)CO,4,8,4,False,,
C4H8O4,CC(=O)C(C)(O)OO,4,8,4,False,,
C4H8O4,CC(=O)C(C)OOO,4,8,4,False,,
C4H8O4,CC(=O)C(CO)OO,4,8,4,False,,
C4H8O4,CC(=O)C(O)(O)CO,4,8,4,False,,
C4H8O4,CC(=O)C(O)C(O)O,4,8,4,False,,
C4H8O4,CC(=O)C(O)COO,4,8,4,False,,
C4H8O4,CC(=O)C(O)OCO,4,8,4,False,,
C4H8O4,CC(=O)CC(O)(O)O,4,8,4,False,,
C4H8O4,CC(=O)CC(O)OO,4,8,4,False,,
C4H8O4,CC(=O)CCOOO,4,8,4,False,,
C4H8O4,CC(=O)COC(O)O,4,8,4,False,,
C4H8O4,CC(=O)COCOO,4,8,4,False,,
C4H8O4,CC(=O)COOCO,4,8,4,False,,
C4H8O4,CC(=O)OC(C)(O)O,4,8,4,False,,
C4H8O4,CC(=O)OC(C)OO,4,8,4,False,,
C4H8O4,CC(=O)OC(O)CO,4,8,4,False,,
C4H8O4,CC(=O)OCC(O)O,4,8,4,False,,
C4H8O4,CC(=O)OCCOO,4,8,4,False,,
C4H8O4,CC(=O)OCOCO,4,8,4,False,,
C4H8O4,CC(=O)OOC(C)O,4,8,4,False,,
C4H8O4,CC(=O)OOCCO,4,8,4,False,,
C4H8O4,CC(C(=O)O)C(O)O,4,8,4,False,,
C4H8O4,CC(C(O)O)C1OO1,4,8,4,False,,
C4H8O4,CC(C)(C=O)OOO,4,8,4,False,,
C4H8O4,CC(C)(O)C(=O)OO,4,8,4,False,,
C4H8O4,CC(C)(O)C1(O)OO1,4,8,4,False,,
C4H8O4,CC(C)(O)C1OOO1,4,8,4,False,,
C4H8O4,CC(C)(O)OC(=O)O,4,8,4,False,,
C4H8O4,CC(C)(O)OC1OO1,4,8,4,False,,
C4H8O4,CC(C)(O)OOC=O,4,8,4,True,"Methaneperoxoic acid, 1-hydroxy-1-methylethyl ester",Q82297000
C4H8O4,CC(C)(OO)C(=O)O,4,8,4,False,,
C4H8O4,CC(C)(OO)C1OO1,4,8,4,False,,
C4H8O4,CC(C)(OO)OC=O,4,8,4,False,,
C4H8O4,CC(C)=C(O)OOO,4,8,4,False,,
C4H8O4,CC(C)=C(OO)OO,4,8,4,False,,
C4H8O4,CC(C)=COOOO,4,8,4,False,,
C4H8O4,CC(C)C(=O)OOO,4,8,4,False,,
C4H8O4,CC(C)C1(O)OOO1,4,8,4,False,,
C4H8O4,CC(C)C1(OO)OO1,4,8,4,False,,
C4H8O4,CC(C)C1OOOO1,4,8,4,False,,
C4H8O4,CC(C)OC(=O)OO,4,8,4,False,,
C4H8O4,CC(C)OC1(O)OO1,4,8,4,False,,
C4H8O4,CC(C)OC1OOO1,4,8,4,False,,
C4H8O4,CC(C)OOC(=O)O,4,8,4,False,,
C4H8O4,CC(C)OOC1OO1,4,8,4,False,,
C4H8O4,CC(C)OOOC=O,4,8,4,False,,
C4H8O4,CC(C=C(O)O)OO,4,8,4,False,,
C4H8O4,CC(C=CO)OOO,4,8,4,False,,
C4H8O4,CC(C=COO)OO,4,8,4,False,,
C4H8O4,CC(C=O)(CO)OO,4,8,4,False,,
C4H8O4,CC(C=O)C(O)(O)O,4,8,4,False,,
C4H8O4,CC(C=O)C(O)OO,4,8,4,False,,
C4H8O4,CC(C=O)COOO,4,8,4,False,,
C4H8O4,CC(C=O)OC(O)O,4,8,4,False,,
C4H8O4,CC(C=O)OCOO,4,8,4,False,,
C4H8O4,CC(C=O)OOCO,4,8,4,False,,
C4H8O4,CC(CC(=O)O)OO,4,8,4,False,,
C4H8O4,CC(CC1OO1)OO,4,8,4,False,,
C4H8O4,CC(CC=O)OOO,4,8,4,False,,
C4H8O4,CC(CO)=C(O)OO,4,8,4,False,,
C4H8O4,CC(CO)C(=O)OO,4,8,4,False,,
C4H8O4,CC(CO)C1(O)OO1,4,8,4,False,,
C4H8O4,CC(CO)C1OOO1,4,8,4,False,,
C4H8O4,CC(CO)OC(=O)O,4,8,4,False,,
C4H8O4,CC(CO)OC1OO1,4,8,4,False,,
C4H8O4,CC(CO)OOC=O,4,8,4,False,,
C4H8O4,CC(COC=O)OO,4,8,4,False,,
C4H8O4,CC(COO)=C(O)O,4,8,4,False,,
C4H8O4,CC(COO)C(=O)O,4,8,4,False,,
C4H8O4,CC(COO)C1OO1,4,8,4,False,,
C4H8O4,CC(COO)OC=O,4,8,4,False,,
C4H8O4,CC(O)(C=CO)OO,4,8,4,False,,
C4H8O4,CC(O)(C=O)C(O)O,4,8,4,False,,
C4H8O4,CC(O)(C=O)COO,4,8,4,False,,
C4H8O4,CC(O)(C=O)OCO,4,8,4,False,,
C4H8O4,CC(O)(CC=O)OO,4,8,4,False,,
C4H8O4,CC(O)(CO)C(=O)O,4,8,4,True,"2,3-dihydroxy-2-methylpropanoic acid",Q27116873
C4H8O4,CC(O)(CO)C1OO1,4,8,4,False,,
C4H8O4,CC(O)(CO)OC=O,4,8,4,False,,
C4H8O4,CC(O)(O)C(=O)CO,4,8,4,False,,
C4H8O4,CC(O)(O)C(O)=CO,4,8,4,False,,
C4H8O4,CC(O)(O)C(O)C=O,4,8,4,False,,
C4H8O4,CC(O)(O)C1(C)OO1,4,8,4,False,,
C4H8O4,CC(O)(O)C1(O)CO1,4,8,4,False,,
C4H8O4,CC(O)(O)C1COO1,4,8,4,False,,
C4H8O4,CC(O)(O)C1OC1O,4,8,4,False,,
C4H8O4,CC(O)(O)C1OCO1,4,8,4,False,,
C4H8O4,CC(O)(O)C=C(O)O,4,8,4,False,,
C4H8O4,CC(O)(O)C=COO,4,8,4,False,,
C4H8O4,CC(O)(O)CC(=O)O,4,8,4,False,,
C4H8O4,CC(O)(O)CC1OO1,4,8,4,False,,
C4H8O4,CC(O)(O)COC=O,4,8,4,False,,
C4H8O4,CC(O)(O)OC1CO1,4,8,4,False,,
C4H8O4,CC(O)(O)OC=CO,4,8,4,False,,
C4H8O4,CC(O)(O)OCC=O,4,8,4,False,,
C4H8O4,CC(O)(OO)C1CO1,4,8,4,False,,
C4H8O4,CC(O)=C(C)OOO,4,8,4,False,,
C4H8O4,CC(O)=C(CO)OO,4,8,4,False,,
C4H8O4,CC(O)=C(O)C(O)O,4,8,4,False,,
C4H8O4,CC(O)=C(O)COO,4,8,4,False,,
C4H8O4,CC(O)=C(O)OCO,4,8,4,False,,
C4H8O4,CC(O)=CC(O)(O)O,4,8,4,False,,
C4H8O4,CC(O)=CC(O)OO,4,8,4,False,,
C4H8O4,CC(O)=CCOOO,4,8,4,False,,
C4H8O4,CC(O)=COC(O)O,4,8,4,False,,
C4H8O4,CC(O)=COCOO,4,8,4,False,,
C4H8O4,CC(O)=COOCO,4,8,4,False,,
C4H8O4,CC(O)C(=CO)OO,4,8,4,False,,
C4H8O4,CC(O)C(=O)C(O)O,4,8,4,False,,
C4H8O4,CC(O)C(=O)COO,4,8,4,False,,
C4H8O4,CC(O)C(=O)OCO,4,8,4,False,,
C4H8O4,CC(O)C(C=O)OO,4,8,4,False,,
C4H8O4,CC(O)C(O)(O)C=O,4,8,4,False,,
C4H8O4,CC(O)C(O)=C(O)O,4,8,4,False,,
C4H8O4,CC(O)C(O)=COO,4,8,4,False,,
C4H8O4,CC(O)C(O)C(=O)O,4,8,4,True,4-deoxythreonic acid,Q27159126
C4H8O4,CC(O)C(O)C1OO1,4,8,4,False,,
C4H8O4,CC(O)C(O)OC=O,4,8,4,False,,
C4H8O4,CC(O)C1(C)OOO1,4,8,4,False,,
C4H8O4,CC(O)C1(CO)OO1,4,8,4,False,,
C4H8O4,CC(O)C1(O)COO1,4,8,4,False,,
C4H8O4,CC(O)C1(O)OC1O,4,8,4,False,,
C4H8O4,CC(O)C1(O)OCO1,4,8,4,False,,
C4H8O4,CC(O)C1(OO)CO1,4,8,4,False,,
C4H8O4,CC(O)C1COOO1,4,8,4,False,,
C4H8O4,CC(O)C1OC(O)O1,4,8,4,False,,
C4H8O4,CC(O)C1OC1(O)O,4,8,4,False,,
C4H8O4,CC(O)C1OC1OO,4,8,4,False,,
C4H8O4,CC(O)C1OCOO1,4,8,4,False,,
C4H8O4,CC(O)C1OOC1O,4,8,4,False,,
C4H8O4,CC(O)C=C(O)OO,4,8,4,False,,
C4H8O4,CC(O)C=COOO,4,8,4,False,,
C4H8O4,CC(O)CC(=O)OO,4,8,4,False,,
C4H8O4,CC(O)CC1(O)OO1,4,8,4,False,,
C4H8O4,CC(O)CC1OOO1,4,8,4,False,,
C4H8O4,CC(O)COC(=O)O,4,8,4,False,,
C4H8O4,CC(O)COC1OO1,4,8,4,False,,
C4H8O4,CC(O)COOC=O,4,8,4,False,,
C4H8O4,CC(O)OC(=O)CO,4,8,4,False,,
C4H8O4,CC(O)OC(O)=CO,4,8,4,False,,
C4H8O4,CC(O)OC(O)C=O,4,8,4,False,,
C4H8O4,CC(O)OC1(C)OO1,4,8,4,False,,
C4H8O4,CC(O)OC1(O)CO1,4,8,4,False,,
C4H8O4,CC(O)OC1COO1,4,8,4,False,,
C4H8O4,CC(O)OC1OC1O,4,8,4,False,,
C4H8O4,CC(O)OC1OCO1,4,8,4,False,,
C4H8O4,CC(O)OC=C(O)O,4,8,4,False,,
C4H8O4,CC(O)OC=COO,4,8,4,False,,
C4H8O4,CC(O)OCC(=O)O,4,8,4,False,,
C4H8O4,CC(O)OCC1OO1,4,8,4,False,,
C4H8O4,CC(O)OCOC=O,4,8,4,False,,
C4H8O4,CC(O)OOC1CO1,4,8,4,False,,
C4H8O4,CC(O)OOC=CO,4,8,4,False,,
C4H8O4,CC(O)OOCC=O,4,8,4,False,,
C4H8O4,CC(OC=O)C(O)O,4,8,4,False,,
C4H8O4,CC(OC=O)OCO,4,8,4,False,,
C4H8O4,CC(OCO)=C(O)O,4,8,4,False,,
C4H8O4,CC(OCO)C(=O)O,4,8,4,False,,
C4H8O4,CC(OCO)C1OO1,4,8,4,False,,
C4H8O4,CC(OO)=C(C)OO,4,8,4,False,,
C4H8O4,CC(OO)=C(O)CO,4,8,4,False,,
C4H8O4,CC(OO)C(=O)CO,4,8,4,False,,
C4H8O4,CC(OO)C(O)=CO,4,8,4,False,,
C4H8O4,CC(OO)C(O)C=O,4,8,4,False,,
C4H8O4,CC(OO)C1(C)OO1,4,8,4,False,,
C4H8O4,CC(OO)C1(O)CO1,4,8,4,False,,
C4H8O4,CC(OO)C1COO1,4,8,4,False,,
C4H8O4,CC(OO)C1OC1O,4,8,4,False,,
C4H8O4,CC(OO)C1OCO1,4,8,4,False,,
C4H8O4,CC(OO)OC1CO1,4,8,4,False,,
C4H8O4,CC(OO)OC=CO,4,8,4,False,,
C4H8O4,CC(OO)OCC=O,4,8,4,False,,
C4H8O4,CC(OOO)C1CO1,4,8,4,False,,
C4H8O4,CC1(C(O)(O)O)CO1,4,8,4,False,,
C4H8O4,CC1(C(O)CO)OO1,4,8,4,False,,
C4H8O4,CC1(C(O)O)COO1,4,8,4,False,,
C4H8O4,CC1(C(O)O)OC1O,4,8,4,False,,
C4H8O4,CC1(C(O)O)OCO1,4,8,4,False,,
C4H8O4,CC1(C(O)OO)CO1,4,8,4,False,,
C4H8O4,CC1(C)COOOO1,4,8,4,False,,
C4H8O4,CC1(C)OC(O)(O)O1,4,8,4,False,,
C4H8O4,CC1(C)OC(OO)O1,4,8,4,False,,
C4H8O4,CC1(C)OC1(O)OO,4,8,4,False,,
C4H8O4,CC1(C)OC1OOO,4,8,4,False,,
C4H8O4,CC1(C)OCOOO1,4,8,4,False,,
C4H8O4,CC1(C)OOC(O)O1,4,8,4,False,,
C4H8O4,CC1(C)OOC1(O)O,4,8,4,False,,
C4H8O4,CC1(C)OOC1OO,4,8,4,False,,
C4H8O4,CC1(C)OOCOO1,4,8,4,False,,
C4H8O4,CC1(C)OOOC1O,4,8,4,False,,
C4H8O4,CC1(CC(O)O)OO1,4,8,4,False,,
C4H8O4,CC1(CCO)OOO1,4,8,4,False,,
C4H8O4,CC1(CCOO)OO1,4,8,4,False,,
C4H8O4,CC1(CO)COOO1,4,8,4,False,,
C4H8O4,CC1(CO)OC(O)O1,4,8,4,False,,
C4H8O4,CC1(CO)OC1(O)O,4,8,4,False,,
C4H8O4,CC1(CO)OC1OO,4,8,4,False,,
C4H8O4,CC1(CO)OCOO1,4,8,4,False,,
C4H8O4,CC1(CO)OOC1O,4,8,4,False,,
C4H8O4,CC1(COCO)OO1,4,8,4,False,,
C4H8O4,CC1(COO)COO1,4,8,4,False,,
C4H8O4,CC1(COO)OC1O,4,8,4,False,,
C4H8O4,CC1(COO)OCO1,4,8,4,False,,
C4H8O4,CC1(COOO)CO1,4,8,4,False,,
C4H8O4,CC1(O)C(O)C1(O)O,4,8,4,False,,
C4H8O4,CC1(O)C(O)C1OO,4,8,4,False,,
C4H8O4,CC1(O)C(O)OC1O,4,8,4,False,,
C4H8O4,CC1(O)CC(O)(O)O1,4,8,4,False,,
C4H8O4,CC1(O)CC(O)OO1,4,8,4,False,,
C4H8O4,CC1(O)CC(OO)O1,4,8,4,False,,
C4H8O4,CC1(O)CC1(O)OO,4,8,4,False,,
C4H8O4,CC1(O)CC1OOO,4,8,4,False,,
C4H8O4,CC1(O)CCOOO1,4,8,4,False,,
C4H8O4,CC1(O)COC(O)O1,4,8,4,False,,
C4H8O4,CC1(O)COC1(O)O,4,8,4,False,,
C4H8O4,CC1(O)COC1OO,4,8,4,False,,
C4H8O4,CC1(O)COCOO1,4,8,4,False,,
C4H8O4,CC1(O)COOC1O,4,8,4,False,,
C4H8O4,CC1(O)COOCO1,4,8,4,False,,
C4H8O4,CC1(O)COOOC1,4,8,4,False,,
C4H8O4,CC1(O)OC(C)(O)O1,4,8,4,False,,
C4H8O4,CC1(O)OC(CO)O1,4,8,4,False,,
C4H8O4,CC1(O)OC(O)C1O,4,8,4,False,,
C4H8O4,CC1(O)OC1(C)OO,4,8,4,False,,
C4H8O4,CC1(O)OC1(O)CO,4,8,4,False,,
C4H8O4,CC1(O)OC1C(O)O,4,8,4,False,,
C4H8O4,CC1(O)OC1COO,4,8,4,False,,
C4H8O4,CC1(O)OC1OCO,4,8,4,False,,
C4H8O4,CC1(O)OCC(O)O1,4,8,4,False,,
C4H8O4,CC1(O)OCC1(O)O,4,8,4,False,,
C4H8O4,CC1(O)OCC1OO,4,8,4,False,,
C4H8O4,CC1(O)OCCOO1,4,8,4,False,,
C4H8O4,CC1(O)OCOC1O,4,8,4,False,,
C4H8O4,CC1(O)OCOCO1,4,8,4,False,,
C4H8O4,CC1(O)OOC1(C)O,4,8,4,False,,
C4H8O4,CC1(O)OOC1CO,4,8,4,False,,
C4H8O4,CC1(O)OOCC1O,4,8,4,False,,
C4H8O4,CC1(OC(O)O)CO1,4,8,4,False,,
C4H8O4,CC1(OCCO)OO1,4,8,4,False,,
C4H8O4,CC1(OCO)COO1,4,8,4,False,,
C4H8O4,CC1(OCO)OC1O,4,8,4,False,,
C4H8O4,CC1(OCO)OCO1,4,8,4,False,,
C4H8O4,CC1(OCOO)CO1,4,8,4,False,,
C4H8O4,CC1(OO)C(O)C1O,4,8,4,False,,
C4H8O4,CC1(OO)CC(O)O1,4,8,4,False,,
C4H8O4,CC1(OO)CC1(O)O,4,8,4,False,,
C4H8O4,CC1(OO)CC1OO,4,8,4,False,,
C4H8O4,CC1(OO)CCOO1,4,8,4,False,,
C4H8O4,CC1(OO)COC1O,4,8,4,False,,
C4H8O4,CC1(OO)COCO1,4,8,4,False,,
C4H8O4,CC1(OO)COOC1,4,8,4,False,,
C4H8O4,CC1(OO)OC1CO,4,8,4,False,,
C4H8O4,CC1(OO)OCC1O,4,8,4,False,,
C4H8O4,CC1(OO)OCCO1,4,8,4,False,,
C4H8O4,CC1(OOCO)CO1,4,8,4,False,,
C4H8O4,CC1(OOO)CC1O,4,8,4,False,,
C4H8O4,CC1(OOO)CCO1,4,8,4,False,,
C4H8O4,CC1(OOO)COC1,4,8,4,False,,
C4H8O4,CC1(OOOO)CC1,4,8,4,False,,
C4H8O4,CC1C(O)(O)C1(O)O,4,8,4,False,,
C4H8O4,CC1C(O)C1(O)OO,4,8,4,False,,
C4H8O4,CC1C(O)C1OOO,4,8,4,False,,
C4H8O4,CC1C(O)OC1(O)O,4,8,4,False,,
C4H8O4,CC1C(O)OC1OO,4,8,4,False,,
C4H8O4,CC1C(O)OOC1O,4,8,4,False,,
C4H8O4,CC1C(OO)C1(O)O,4,8,4,False,,
C4H8O4,CC1C(OO)C1OO,4,8,4,False,,
C4H8O4,CC1CC(O)(O)OO1,4,8,4,False,,
C4H8O4,CC1CC(O)(OO)O1,4,8,4,False,,
C4H8O4,CC1CC(O)OOO1,4,8,4,False,,
C4H8O4,CC1CC(OO)OO1,4,8,4,False,,
C4H8O4,CC1CC(OOO)O1,4,8,4,False,,
C4H8O4,CC1CC1(O)OOO,4,8,4,False,,
C4H8O4,CC1CC1(OO)OO,4,8,4,False,,
C4H8O4,CC1CC1OOOO,4,8,4,False,,
C4H8O4,CC1CCOOOO1,4,8,4,False,,
C4H8O4,CC1COC(O)(O)O1,4,8,4,False,,
C4H8O4,CC1COC(O)OO1,4,8,4,False,,
C4H8O4,CC1COC(OO)O1,4,8,4,False,,
C4H8O4,CC1COC1(O)OO,4,8,4,False,,
C4H8O4,CC1COC1OOO,4,8,4,False,,
C4H8O4,CC1COCOOO1,4,8,4,False,,
C4H8O4,CC1COOC(O)O1,4,8,4,False,,
C4H8O4,CC1COOC1(O)O,4,8,4,False,,
C4H8O4,CC1COOC1OO,4,8,4,False,,
C4H8O4,CC1COOCOO1,4,8,4,False,,
C4H8O4,CC1COOOC1O,4,8,4,False,,
C4H8O4,CC1COOOCO1,4,8,4,False,,
C4H8O4,CC1COOOOC1,4,8,4,False,,
C4H8O4,CC1OC(C(O)O)O1,4,8,4,False,,
C4H8O4,CC1OC(C)(OO)O1,4,8,4,False,,
C4H8O4,CC1OC(COO)O1,4,8,4,False,,
C4H8O4,CC1OC(O)(CO)O1,4,8,4,False,,
C4H8O4,CC1OC(O)(O)C1O,4,8,4,False,,
C4H8O4,CC1OC(O)C(O)O1,4,8,4,False,,
C4H8O4,CC1OC(O)C1(O)O,4,8,4,False,,
C4H8O4,CC1OC(O)C1OO,4,8,4,False,,
C4H8O4,CC1OC(O)OC1O,4,8,4,False,,
C4H8O4,CC1OC(OCO)O1,4,8,4,False,,
C4H8O4,CC1OC(OO)C1O,4,8,4,False,,
C4H8O4,CC1OC1(C)OOO,4,8,4,False,,
C4H8O4,CC1OC1(CO)OO,4,8,4,False,,
C4H8O4,CC1OC1(O)C(O)O,4,8,4,False,,
C4H8O4,CC1OC1(O)COO,4,8,4,False,,
C4H8O4,CC1OC1(O)OCO,4,8,4,False,,
C4H8O4,CC1OC1C(O)(O)O,4,8,4,False,,
C4H8O4,CC1OC1C(O)OO,4,8,4,False,,
C4H8O4,CC1OC1COOO,4,8,4,False,,
C4H8O4,CC1OC1OC(O)O,4,8,4,False,,
C4H8O4,CC1OC1OCOO,4,8,4,False,,
C4H8O4,CC1OC1OOCO,4,8,4,False,,
C4H8O4,CC1OCC(O)(O)O1,4,8,4,False,,
C4H8O4,CC1OCC(O)OO1,4,8,4,False,,
C4H8O4,CC1OCC(OO)O1,4,8,4,False,,
C4H8O4,CC1OCC1(O)OO,4,8,4,False,,
C4H8O4,CC1OCC1OOO,4,8,4,False,,
C4H8O4,CC1OCCOOO1,4,8,4,False,,
C4H8O4,CC1OCOC(O)O1,4,8,4,False,,
C4H8O4,CC1OCOC1(O)O,4,8,4,False,,
C4H8O4,CC1OCOC1OO,4,8,4,False,,
C4H8O4,CC1OCOCOO1,4,8,4,False,,
C4H8O4,CC1OCOOC1O,4,8,4,False,,
C4H8O4,CC1OCOOCO1,4,8,4,False,,
C4H8O4,CC1OOC(C)(O)O1,4,8,4,False,,
C4H8O4,CC1OOC(C)OO1,4,8,4,False,,
C4H8O4,CC1OOC(CO)O1,4,8,4,False,,
C4H8O4,CC1OOC(O)C1O,4,8,4,False,,
C4H8O4,CC1OOC1(C)OO,4,8,4,False,,
C4H8O4,CC1OOC1(O)CO,4,8,4,False,,
C4H8O4,CC1OOC1C(O)O,4,8,4,False,,
C4H8O4,CC1OOC1COO,4,8,4,False,,
C4H8O4,CC1OOC1OCO,4,8,4,False,,
C4H8O4,CC1OOCC(O)O1,4,8,4,False,,
C4H8O4,CC1OOCC1(O)O,4,8,4,False,,
C4H8O4,CC1OOCC1OO,4,8,4,False,,
C4H8O4,CC1OOCCOO1,4,8,4,False,,
C4H8O4,CC1OOCOC1O,4,8,4,False,,
C4H8O4,CC1OOOC(C)O1,4,8,4,False,,
C4H8O4,CC1OOOC1(C)O,4,8,4,False,,
C4H8O4,CC1OOOC1CO,4,8,4,False,,
