formula,nC,nH,nO,wikidata_id,wikidata_name,smiles,canon_smiles,inchi,cas,sitelinks,on_enwiki,enwiki_title
C4H6O3,4,6,3,Q82641348,2-Hydroxyoxolan-3-one,O=C1CCOC1O,O=C1CCOC1O,"InChI=1S/C4H6O3/c5-3-1-2-7-4(3)6/h4,6H,1-2H2",214121-89-8,0,False,
C4H6O3,4,6,3,Q82646063,But-2-eneperoxoic acid,CC=CC(=O)OO,CC=CC(=O)OO,"InChI=1S/C4H6O3/c1-2-3-4(5)7-6/h2-3,6H,1H3",5813-77-4,0,False,
C4H6O3,4,6,3,Q82758850,2-Hydroxybut-2-enoic acid,CC=C(O)C(=O)O,CC=C(O)C(=O)O,"InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2,5H,1H3,(H,6,7)",67784-09-2,0,False,
C4H6O3,4,6,3,Q82844270,"3,4-Dihydroxybut-3-en-2-one",CC(=O)C(O)=CO,CC(=O)C(O)=CO,"InChI=1S/C4H6O3/c1-3(6)4(7)2-5/h2,5,7H,1H3",5308-52-1,0,False,
C4H6O3,4,6,3,Q82937882,Oxiran-2-yl acetate,CC(=O)OC1CO1,CC(=O)OC1CO1,"InChI=1S/C4H6O3/c1-3(5)7-4-2-6-4/h4H,2H2,1H3",36099-39-5,0,False,
C4H6O3,4,6,3,Q82959981,2-Hydroxybut-3-enoic acid,C=CC(O)C(=O)O,C=CC(O)C(=O)O,"InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2-3,5H,1H2,(H,6,7)",600-17-9,0,False,
C4H6O3,4,6,3,Q83065382,Dimethyldioxetanone,CC1(C(=O)OO1)C,CC1(C)OOC1=O,InChI=1S/C4H6O3/c1-4(2)3(5)6-7-4/h1-2H3,39605-37-3,0,False,
C4H6O3,4,6,3,Q83068978,"Acrylic acid, 2-(hydroxymethyl)- (7CI)",C=C(CO)C(=O)O,C=C(CO)C(=O)O,"InChI=1S/C4H6O3/c1-3(2-5)4(6)7/h5H,1-2H2,(H,6,7)",4370-80-3,0,False,
C4H6O3,4,6,3,Q83088593,"Propanoic acid, 3-oxo-, methyl ester",COC(=O)CC=O,COC(=O)CC=O,"InChI=1S/C4H6O3/c1-7-4(6)2-3-5/h3H,2H2,1H3",63857-17-0,0,False,
C4H6O3,4,6,3,Q83092045,"2,6,7-Trioxabicyclo(2.2.1)heptane",C1C2COC(O1)O2,C1OC2OCC1O2,"InChI=1S/C4H6O3/c1-3-2-6-4(5-1)7-3/h3-4H,1-2H2",657-34-1,0,False,
C4H6O3,4,6,3,Q83104562,"2,2'-Oxybisacetaldehyde",C(C=O)OCC=O,O=CCOCC=O,"InChI=1S/C4H6O3/c5-1-3-7-4-2-6/h1-2H,3-4H2",7456-83-9,0,False,
C4H7O3,4,7,3,Q28487650,3-hydroxyisobutyrate,CC(CO)C([O-])=O,CC(CO)C(=O)[O-],"InChI=1S/C4H8O3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3,(H,6,7)/p-1",,0,False,
C4H7O3,4,7,3,Q60998674,4-hydroxybutyrate,OCCCC([O-])=O,O=C([O-])CCCO,"InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)/p-1",1320-61-2,0,False,
C4H8O3,4,8,3,Q207920,4-hydroxybutyric acid,C(CC(=O)O)CO,O=C(O)CCCO,"InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)",591-81-1,47,True,Γ-Hydroxybutyric acid
C4H8O3,4,8,3,Q223092,3-hydroxybutyric acid,CC(CC(=O)O)O,CC(O)CC(=O)O,"InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)",300-85-6,25,True,Β-Hydroxybutyric acid
C4H8O3,4,8,3,Q3288610,(RS)-2-hydroxybutyric acid,CCC(C(=O)O)O,CCC(O)C(=O)O,"InChI=1S/C4H8O3/c1-2-3(5)4(6)7/h3,5H,2H2,1H3,(H,6,7)",600-15-7,15,True,2-Hydroxybutyric acid
C4H8O3,4,8,3,Q2823215,3-hydroxyisobutyric acid,CC(CO)C(=O)O,CC(CO)C(=O)O,"InChI=1S/C4H8O3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3,(H,6,7)",2068-83-9,12,True,3-Hydroxyisobutyric acid
C4H8O3,4,8,3,Q11370589,DL-methyl lactate,CC(C(=O)OC)O,COC(=O)C(C)O,"InChI=1S/C4H8O3/c1-3(5)4(6)7-2/h3,5H,1-2H3",547-64-8,10,True,Methyl lactate
C4H8O3,4,8,3,Q2735617,2-methyllactic acid,CC(C)(C(=O)O)O,CC(C)(O)C(=O)O,"InChI=1S/C4H8O3/c1-4(2,7)3(5)6/h7H,1-2H3,(H,5,6)",594-61-6,7,True,2-Hydroxyisobutyric acid
C4H8O3,4,8,3,Q15632858,ethyl methyl carbonate,CCOC(=O)OC,CCOC(=O)OC,"InChI=1S/C4H8O3/c1-3-7-4(5)6-2/h3H2,1-2H3",623-53-0,1,False,
C4H8O3,4,8,3,Q26841235,ethoxyacetic acid,CCOCC(=O)O,CCOCC(=O)O,"InChI=1S/C4H8O3/c1-2-7-3-4(5)6/h2-3H2,1H3,(H,5,6)",627-03-2,1,False,
C4H8O3,4,8,3,Q27252547,methoxymethyl acetate,CC(=O)OCOC,COCOC(C)=O,"InChI=1S/C4H8O3/c1-4(5)7-3-6-2/h3H2,1-2H3",4382-76-7,1,False,
C4H8O3,4,8,3,Q27275115,ethyl glycolate,CCOC(=O)CO,CCOC(=O)CO,"InChI=1S/C4H8O3/c1-2-7-4(6)3-5/h5H,2-3H2,1H3",623-50-7,1,False,
C4H8O3,4,8,3,Q27280417,ethylene glycol monoacetate,CC(=O)OCCO,CC(=O)OCCO,"InChI=1S/C4H8O3/c1-4(6)7-3-2-5/h5H,2-3H2,1H3",542-59-6,1,False,
C4H8O3,4,8,3,Q27116293,methyl methoxyacetate,COCC(=O)OC,COCC(=O)OC,"InChI=1S/C4H8O3/c1-6-3-4(5)7-2/h3H2,1-2H3",6290-49-9,0,False,
C4H8O3,4,8,3,Q27117185,1-hydroxy-3-methoxyacetone,COCC(=O)CO,COCC(=O)CO,"InChI=1S/C4H8O3/c1-7-3-4(6)2-5/h5H,2-3H2,1H3",89124-41-4,0,False,
C4H8O3,4,8,3,Q27247541,"1,3,5-trioxepane",C1COCOCO1,C1COCOCO1,InChI=1S/C4H8O3/c1-2-6-4-7-3-5-1/h1-4H2,5981-06-6,0,False,
C4H8O3,4,8,3,Q27254286,2-methoxypropanoic acid,CC(C(=O)O)OC,COC(C)C(=O)O,"InChI=1S/C4H8O3/c1-3(7-2)4(5)6/h3H,1-2H3,(H,5,6)",4324-37-2,0,False,
C4H8O3,4,8,3,Q27277728,"1,3-dioxan-5-ol",C1C(COCO1)O,OC1COCOC1,"InChI=1S/C4H8O3/c5-4-1-6-3-7-2-4/h4-5H,1-3H2",4740-78-7,0,False,
C4H8O3,4,8,3,Q27286978,"α,βglycerol formal",C1C(OCO1)CO,OCC1COCO1,"InChI=1S/C4H8O3/c5-1-4-2-6-3-7-4/h4-5H,1-3H2",5464-28-8,0,False,
C4H8O3,4,8,3,Q27293601,tetrahydrofuran hydroperoxide,C1CC(OC1)OO,OOC1CCCO1,"InChI=1S/C4H8O3/c5-7-4-2-1-3-6-4/h4-5H,1-3H2",4676-82-8,0,False,
C4H8O3,4,8,3,Q27452172,(2-hydroxyethoxy)acetaldehyde,C(COCC=O)O,O=CCOCCO,"InChI=1S/C4H8O3/c5-1-3-7-4-2-6/h1,6H,2-4H2",17976-70-4,0,False,
C4H8O3,4,8,3,Q27459186,1-deoxy-L-erythrulose,CC(=O)C(CO)O,CC(=O)C(O)CO,"InChI=1S/C4H8O3/c1-3(6)4(7)2-5/h4-5,7H,2H2,1H3/t4-/m0/s1",161972-10-7,0,False,
C4H8O3,4,8,3,Q72467545,"2,2-Dimethoxyacetaldehyde",COC(C=O)OC,COC(C=O)OC,"InChI=1S/C4H8O3/c1-6-4(3-5)7-2/h3-4H,1-2H3",51673-84-8,0,False,
C4H8O3,4,8,3,Q72489756,"2-Methoxy-1,3-dioxolane",COC1OCCO1,COC1OCCO1,"InChI=1S/C4H8O3/c1-5-4-6-2-3-7-4/h4H,2-3H2,1H3",19693-75-5,0,False,
C4H8O3,4,8,3,Q76416215,"(1S)-1-[(2S)-oxiran-2-yl]ethane-1,2-diol",OCC(O)C1CO1,OCC(O)C1CO1,"InChI=1S/C4H8O3/c5-1-3(6)4-2-7-4/h3-6H,1-2H2/t3-,4-/m0/s1",,0,False,
C4H8O3,4,8,3,Q81994945,"Propanal, 3-hydroxy-2-(hydroxymethyl)-",C(C(CO)C=O)O,O=CC(CO)CO,"InChI=1S/C4H8O3/c5-1-4(2-6)3-7/h1,4,6-7H,2-3H2",40364-80-5,0,False,
C4H8O3,4,8,3,Q82049630,"1,3-Dioxolane-2-methanol",C1COC(O1)CO,OCC1OCCO1,"InChI=1S/C4H8O3/c5-3-4-6-1-2-7-4/h4-5H,1-3H2",5694-68-8,0,False,
C4H8O3,4,8,3,Q82105139,"1,4-Dioxan-2-ol",OC1COCCO1,OC1COCCO1,"InChI=1S/C4H8O3/c5-4-3-6-1-2-7-4/h4-5H,1-3H2",22347-47-3,0,False,
C4H8O3,4,8,3,Q82203024,"2,5-Furandiol, tetrahydro-",OC1CCC(O)O1,OC1CCC(O)O1,"InChI=1S/C4H8O3/c5-3-1-2-4(6)7-3/h3-6H,1-2H2",133200-67-6,0,False,
C4H8O3,4,8,3,Q82255459,"Propanal, 2-hydroxy-3-methoxy-, (R)-",COCC(O)C=O,COCC(O)C=O,"InChI=1S/C4H8O3/c1-7-3-4(6)2-5/h2,4,6H,3H2,1H3",105121-51-5,0,False,
C4H8O3,4,8,3,Q82266821,"Butanal, 3,4-dihydroxy-",O=CCC(O)CO,O=CCC(O)CO,"InChI=1S/C4H8O3/c5-2-1-4(7)3-6/h2,4,6-7H,1,3H2",34764-22-2,0,False,
C4H8O3,4,8,3,Q82267759,"Acetaldehyde, (methoxymethoxy)-",COCOCC=O,COCOCC=O,"InChI=1S/C4H8O3/c1-6-4-7-3-2-5/h2H,3-4H2,1H3",162468-22-6,0,False,
C4H8O3,4,8,3,Q82304999,"1,4-DIHYDROXY-2-BUTANONE",C(CO)C(=O)CO,O=C(CO)CCO,"InChI=1S/C4H8O3/c5-2-1-4(7)3-6/h5-6H,1-3H2",140-86-3,0,False,
C4H8O3,4,8,3,Q82351037,2-Methylpropaneperoxoic acid,CC(C)C(=O)OO,CC(C)C(=O)OO,"InChI=1S/C4H8O3/c1-3(2)4(5)7-6/h3,6H,1-2H3",13122-72-0,0,False,
C4H8O3,4,8,3,Q82424603,3-Hydroxy-2-methoxypropanal,COC(C=O)CO,COC(C=O)CO,"InChI=1S/C4H8O3/c1-7-4(2-5)3-6/h2,4,6H,3H2,1H3",4448-68-4,0,False,
C4H8O3,4,8,3,Q82433584,"4-Methoxy-1,3-dioxolane",COC1COCO1,COC1COCO1,"InChI=1S/C4H8O3/c1-5-4-2-6-3-7-4/h4H,2-3H2,1H3",109620-95-3,0,False,
C4H8O3,4,8,3,Q82448459,"Oxolane-2,3-diol",OC1CCOC1O,OC1CCOC1O,"InChI=1S/C4H8O3/c5-3-1-2-7-4(3)6/h3-6H,1-2H2",56072-67-4,0,False,
C4H8O3,4,8,3,Q82503935,"1,3-Dioxan-2-ol",C1COC(OC1)O,OC1OCCCO1,"InChI=1S/C4H8O3/c5-4-6-2-1-3-7-4/h4-5H,1-3H2",67842-74-4,0,False,
C4H8O3,4,8,3,Q82511636,"1,3-Dioxan-4-ol",OC1CCOCO1,OC1CCOCO1,"InChI=1S/C4H8O3/c5-4-1-2-6-3-7-4/h4-5H,1-3H2",60057-90-1,0,False,
C4H8O3,4,8,3,Q82520189,"(4R,5S)-4,5-Dimethyl-1,2,3-trioxolane",CC1OOOC1C,CC1OOOC1C,"InChI=1S/C4H8O3/c1-3-4(2)6-7-5-3/h3-4H,1-2H3/t3-,4+",15981-73-4,0,False,
C4H8O3,4,8,3,Q82526415,"1,3-Dihydroxybutan-2-one",CC(O)C(=O)CO,CC(O)C(=O)CO,"InChI=1S/C4H8O3/c1-3(6)4(7)2-5/h3,5-6H,2H2,1H3",138320-11-3,0,False,
C4H8O3,4,8,3,Q82622585,3-(Hydroxymethyl)oxetan-3-ol,C1C(CO1)(CO)O,OCC1(O)COC1,"InChI=1S/C4H8O3/c5-1-4(6)2-7-3-4/h5-6H,1-3H2",16563-93-2,0,False,
C4H8O3,4,8,3,Q82640228,"3,3-Dihydroxybutan-2-one",CC(=O)C(C)(O)O,CC(=O)C(C)(O)O,"InChI=1S/C4H8O3/c1-3(5)4(2,6)7/h6-7H,1-2H3",61996-23-4,0,False,
C4H8O3,4,8,3,Q82737512,"(2R,4S)-2-Methyl-1,3-dioxolan-4-ol",CC1OCC(O)O1,CC1OCC(O)O1,"InChI=1S/C4H8O3/c1-3-6-2-4(5)7-3/h3-5H,2H2,1H3/t3-,4+/m1/s1",172960-49-5,0,False,
C4H8O3,4,8,3,Q82753872,1-Hydroperoxy-2-methylprop-2-en-1-ol,C=C(C)C(O)OO,C=C(C)C(O)OO,"InChI=1S/C4H8O3/c1-3(2)4(5)7-6/h4-6H,1H2,2H3",590389-14-3,0,False,
C4H8O3,4,8,3,Q82753873,2-Hydroperoxybut-3-en-2-ol,C=CC(C)(O)OO,C=CC(C)(O)OO,"InChI=1S/C4H8O3/c1-3-4(2,5)7-6/h3,5-6H,1H2,2H3",590389-12-1,0,False,
C4H8O3,4,8,3,Q82862823,"2,3-Oxiranedimethanol",OCC1OC1CO,OCC1OC1CO,"InChI=1S/C4H8O3/c5-1-3-4(2-6)7-3/h3-6H,1-2H2",4440-87-3,0,False,
C4H8O3,4,8,3,Q82922469,"Oxolane-3,4-diol",OC1COCC1O,OC1COCC1O,"InChI=1S/C4H8O3/c5-3-1-7-2-4(3)6/h3-6H,1-2H2",22554-74-1,0,False,
C4H8O3,4,8,3,Q82926126,3-Methoxypropanoic acid,COCCC(=O)O,COCCC(=O)O,"InChI=1S/C4H8O3/c1-7-3-2-4(5)6/h2-3H2,1H3,(H,5,6)",2544-06-1,0,False,
C4H8O3,4,8,3,Q82947440,"Oxolane-2,2-diol",C1CC(OC1)(O)O,OC1(O)CCCO1,"InChI=1S/C4H8O3/c5-4(6)2-1-3-7-4/h5-6H,1-3H2",50976-18-6,0,False,
C4H8O3,4,8,3,Q82948056,"2,3-Dihydroxybutanal",CC(O)C(O)C=O,CC(O)C(O)C=O,"InChI=1S/C4H8O3/c1-3(6)4(7)2-5/h2-4,6-7H,1H3/t3-,4+/m0/s1",5144-77-4,0,False,
C4H8O3,4,8,3,Q82969566,2-Hydroxypropyl formate,CC(O)COC=O,CC(O)COC=O,"InChI=1S/C4H8O3/c1-4(6)2-7-3-5/h3-4,6H,2H2,1H3",64202-75-1,0,False,
C4H8O3,4,8,3,Q82981563,"1,2-Dioxan-3-ol",OC1CCCOO1,OC1CCCOO1,"InChI=1S/C4H8O3/c5-4-2-1-3-6-7-4/h4-5H,1-3H2",71330-24-0,0,False,
C4H8O3,4,8,3,Q83085180,Methyl 3-hydroxypropionate,COC(=O)CCO,COC(=O)CCO,"InChI=1S/C4H8O3/c1-7-4(6)2-3-5/h5H,2-3H2,1H3",6149-41-3,0,False,
C4H8O3,4,8,3,Q83086885,2-Methoxy ethyl formate,COCCOC=O,COCCOC=O,"InChI=1S/C4H8O3/c1-6-2-3-7-4-5/h4H,2-3H2,1H3",628-82-0,0,False,
C4H8O3,4,8,3,Q83114083,"4,4-Dihydroxybutyraldehyde",C(CC(O)O)C=O,O=CCCC(O)O,"InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h3-4,6-7H,1-2H2",84000-90-8,0,False,
C4O4,4,0,4,Q3008466,cyclobutanetetrone,C1(=C(C(=O)C1=O)[O])[O],[O]c1c([O])c(=O)c1=O,InChI=1S/C4O4/c5-1-2(6)4(8)3(1)7,76719-54-5,9,True,Cyclobutanetetrone
C4H2O4,4,2,4,Q903298,squaric acid,C1(=C(C(=O)C1=O)O)O,O=c1c(O)c(O)c1=O,InChI=1S/C4H2O4/c5-1-2(6)4(8)3(1)7/h5-6H,2892-51-5,18,True,Squaric acid
C4H2O4,4,2,4,Q410634,acetylenedicarboxylic acid,C(#CC(=O)O)C(=O)O,O=C(O)C#CC(=O)O,"InChI=1S/C4H2O4/c5-3(6)1-2-4(7)8/h(H,5,6)(H,7,8)",142-45-0,14,True,Acetylenedicarboxylic acid
C4H2O4,4,2,4,Q28529698,fumarate(2−),[O-]C(=O)C=CC([O-])=O,O=C([O-])C=CC(=O)[O-],"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1+",142-42-7,1,False,
C4H2O4,4,2,4,Q77491017,Pleurone,C1=COC(=O)OC1=O,O=c1ccoc(=O)o1,InChI=1S/C4H2O4/c5-3-1-2-7-4(6)8-3/h1-2H,,0,False,
C4H2O4,4,2,4,Q82204128,"3,6-dioxabicyclo[3.1.0]hexane-2,4-dione",O=C1OC(=O)C2OC12,O=C1OC(=O)C2OC12,InChI=1S/C4H2O4/c5-3-1-2(7-1)4(6)8-3/h1-2H,16191-17-6,0,False,
C4H2O4,4,2,4,Q82428892,"2,3-Dioxobutanedial",C(=O)C(=O)C(=O)C=O,O=CC(=O)C(=O)C=O,InChI=1S/C4H2O4/c5-1-3(7)4(8)2-6/h1-2H,97245-29-9,0,False,
C4H2O4,4,2,4,Q82653134,"3-Hydroxyfuran-2,5-dione",C1=C(C(=O)OC1=O)O,O=C1C=C(O)C(=O)O1,"InChI=1S/C4H2O4/c5-2-1-3(6)8-4(2)7/h1,5H",52060-79-4,0,False,
C4H4O4,4,4,4,Q139857,fumaric acid,C(=CC(=O)O)C(=O)O,O=C(O)C=CC(=O)O,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+",110-17-8,49,True,Fumaric acid
C4H4O4,4,4,4,Q20054522,glycolide,C1C(=O)OCC(=O)O1,O=C1COC(=O)CO1,InChI=1S/C4H4O4/c5-3-1-7-4(6)2-8-3/h1-2H2,502-97-6,5,True,Glycolide
C4H4O4,4,4,4,Q6468990,lactic acid O-carboxyanhydride,O=C1OC(=O)OC1C,CC1OC(=O)OC1=O,"InChI=1S/C4H4O4/c1-2-3(5)8-4(6)7-2/h2H,1H3",17578-13-1,4,True,Lactic acid O-carboxyanhydride
C4H4O4,4,4,4,Q72464426,Diglycolic anhydride,C1C(=O)OC(=O)CO1,O=C1COCC(=O)O1,InChI=1S/C4H4O4/c5-3-1-7-2-4(6)8-3/h1-2H2,4480-83-5,2,True,Diglycolic anhydride
C4H4O4,4,4,4,Q105244305,"furan-2,3,4-triol",OC=1OC=C(O)C1O,Oc1coc(O)c1O,"InChI=1S/C4H4O4/c5-2-1-8-4(7)3(2)6/h1,5-7H",,0,False,
C4H4O4,4,4,4,Q27106669,Formylpyruvate,C(C=O)C(=O)C(=O)O,O=CCC(=O)C(=O)O,"InChI=1S/C4H4O4/c5-2-1-3(6)4(7)8/h2H,1H2,(H,7,8)",1069-50-7,0,False,
C4H4O4,4,4,4,Q81983820,Dioxobutanoic acid,CC(=O)C(=O)C(=O)O,CC(=O)C(=O)C(=O)O,"InChI=1S/C4H4O4/c1-2(5)3(6)4(7)8/h1H3,(H,7,8)",4374-46-3,0,False,
C4H4O4,4,4,4,Q82023703,"1,3-dioxane-4,6-dione",C1C(=O)OCOC1=O,O=C1CC(=O)OCO1,InChI=1S/C4H4O4/c5-3-1-4(6)8-2-7-3/h1-2H2,4354-85-2,0,False,
C4H4O4,4,4,4,Q82251445,"2,4(3H,5H)-Furandione, 3-hydroxy-",O=C1COC(=O)C1O,O=C1COC(=O)C1O,"InChI=1S/C4H4O4/c5-2-1-8-4(7)3(2)6/h3,6H,1H2",34359-76-7,0,False,
C4H4O4,4,4,4,Q82496025,"3,4-Dioxobutanoic acid",C(C(=O)C=O)C(=O)O,O=CC(=O)CC(=O)O,"InChI=1S/C4H4O4/c5-2-3(6)1-4(7)8/h2H,1H2,(H,7,8)",20602-39-5,0,False,
C4H4O4,4,4,4,Q82653425,"3,4-Dihydroxyfuran-2(5H)-one",C1C(=C(C(=O)O1)O)O,O=C1OCC(O)=C1O,"InChI=1S/C4H4O4/c5-2-1-8-4(7)3(2)6/h5-6H,1H2",10216-17-8,0,False,
C4H4O4,4,4,4,Q82659355,2-Hydroxy-3-oxobutanedial,O=CC(=O)C(O)C=O,O=CC(=O)C(O)C=O,"InChI=1S/C4H4O4/c5-1-3(7)4(8)2-6/h1-3,7H",405512-00-7,0,False,
C4H4O4,4,4,4,Q82723443,3-Hydroxy-4-oxobut-2-enoic acid,O=CC(O)=CC(=O)O,O=CC(O)=CC(=O)O,"InChI=1S/C4H4O4/c5-2-3(6)1-4(7)8/h1-2,6H,(H,7,8)",114828-86-3,0,False,
C4H4O4,4,4,4,Q82749073,"(4R)-2-Oxo-1,3-dioxolane-4-carbaldehyde",O=CC1COC(=O)O1,O=CC1COC(=O)O1,"InChI=1S/C4H4O4/c5-1-3-2-7-4(6)8-3/h1,3H,2H2/t3-/m0/s1",30384-18-0,0,False,
C4H4O4,4,4,4,Q83060568,Ethylene oxalate,C1COC(=O)C(=O)O1,O=C1OCCOC1=O,InChI=1S/C4H4O4/c5-3-4(6)8-2-1-7-3/h1-2H2,3524-70-7,0,False,
C4H6O4,4,6,4,Q213050,succinic acid,C(CC(=O)O)C(=O)O,O=C(O)CCC(=O)O,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",110-15-6,56,True,Succinic acid
C4H6O4,4,6,4,Q239598,methylmalonic acid,CC(C(=O)O)C(=O)O,CC(C(=O)O)C(=O)O,"InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)",516-05-2,45,True,Methylmalonic acid
C4H6O4,4,6,4,Q412931,dimethyl oxalate,COC(=O)C(=O)OC,COC(=O)C(=O)OC,InChI=1S/C4H6O4/c1-7-3(5)4(6)8-2/h1-2H3,553-90-2,17,True,Dimethyl oxalate
C4H6O4,4,6,4,Q409812,diacetyl peroxide,CC(=O)OOC(=O)C,CC(=O)OOC(C)=O,InChI=1S/C4H6O4/c1-3(5)7-8-4(2)6/h1-2H3,110-22-5,15,True,Diacetyl peroxide
C4H6O4,4,6,4,Q5748964,hydroxymethyl dioxolanone,C1C(OC(=O)O1)CO,O=C1OCC(CO)O1,"InChI=1S/C4H6O4/c5-1-3-2-7-4(6)8-3/h3,5H,1-2H2",931-40-8,6,True,"Glycerol-1,2-carbonate"
C4H6O4,4,6,4,Q27294593,acetoxyacetic acid,CC(=O)OCC(=O)O,CC(=O)OCC(=O)O,"InChI=1S/C4H6O4/c1-3(5)8-2-4(6)7/h2H2,1H3,(H,6,7)",13831-30-6,1,False,
C4H6O4,4,6,4,Q82005886,2-ethoxy-2-oxoacetic acid,CCOC(=O)C(=O)O,CCOC(=O)C(=O)O,"InChI=1S/C4H6O4/c1-2-8-4(7)3(5)6/h2H2,1H3,(H,5,6)",617-37-8,1,False,
C4H6O4,4,6,4,Q27120675,L-threosone,C(C(C(=O)C=O)O)O,O=CC(=O)C(O)CO,"InChI=1S/C4H6O4/c5-1-3(7)4(8)2-6/h1,4,6,8H,2H2/t4-/m0/s1",,0,False,
C4H6O4,4,6,4,Q27139420,L-threonolactone,C1C(C(C(=O)O1)O)O,O=C1OCC(O)C1O,"InChI=1S/C4H6O4/c5-2-1-8-4(7)3(2)6/h2-3,5-6H,1H2/t2-,3+/m0/s1",21730-93-8,0,False,
C4H6O4,4,6,4,Q27467050,4-hydroxy-2-oxobutanoic acid,C(CO)C(=O)C(=O)O,O=C(O)C(=O)CCO,"InChI=1S/C4H6O4/c5-2-1-3(6)4(7)8/h5H,1-2H2,(H,7,8)",22136-38-5,0,False,
C4H6O4,4,6,4,Q45435230,4-hydroxy-3-oxobutanoic acid,C(C(=O)CO)C(=O)O,O=C(O)CC(=O)CO,"InChI=1S/C4H6O4/c5-2-3(6)1-4(7)8/h5H,1-2H2,(H,7,8)",162369-88-2,0,False,
C4H6O4,4,6,4,Q72464412,"1,2-Diformyloxyethane",C(COC=O)OC=O,O=COCCOC=O,"InChI=1S/C4H6O4/c5-3-7-1-2-8-4-6/h3-4H,1-2H2",629-15-2,0,False,
C4H6O4,4,6,4,Q76303849,"[(1R,3S)-4-hydroxy-2-oxabicyclo[1.1.0]butan-4-yl]methanediol",OC(O)C1(O)C2OC21,OC(O)C1(O)C2OC21,"InChI=1S/C4H6O4/c5-3(6)4(7)1-2(4)8-1/h1-3,5-7H/t1-,2+,4?",,0,False,
C4H6O4,4,6,4,Q76303890,"(2S,3R)-2-(hydroxymethyl)-1,4-dioxaspiro[2.2]pentan-2-ol",OCC1(O)OC12CO2,OCC1(O)OC12CO2,"InChI=1S/C4H6O4/c5-1-3(6)4(8-3)2-7-4/h5-6H,1-2H2/t3-,4+/m0/s1",,0,False,
C4H6O4,4,6,4,Q76512142,"(2R,3S)-2,3-dihydroxybutanedial",O=CC(O)C(O)C=O,O=CC(O)C(O)C=O,"InChI=1S/C4H6O4/c5-1-3(7)4(8)2-6/h1-4,7-8H/t3-,4+",,0,False,
C4H6O4,4,6,4,Q76803308,(3R)-3-hydroxy-4-oxobutanoic acid,O=CC(O)CC(=O)O,O=CC(O)CC(=O)O,"InChI=1S/C4H6O4/c5-2-3(6)1-4(7)8/h2-3,6H,1H2,(H,7,8)/t3-/m1/s1",,0,False,
C4H6O4,4,6,4,Q76805687,[3-[(2S)-oxiran-2-yl]dioxiran-3-yl]methanol,OCC1(C2CO2)OO1,OCC1(C2CO2)OO1,"InChI=1S/C4H6O4/c5-2-4(7-8-4)3-1-6-3/h3,5H,1-2H2/t3-/m0/s1",,0,False,
C4H6O4,4,6,4,Q82777271,(2-Hydroxyoxiran-2-yl)acetic acid,O=C(O)CC1(O)CO1,O=C(O)CC1(O)CO1,"InChI=1S/C4H6O4/c5-3(6)1-4(7)2-8-4/h7H,1-2H2,(H,5,6)",63912-09-4,0,False,
C4H6O4,4,6,4,Q82785819,(2S)-2-Hydroxy-4-oxobutanoic acid,O=CCC(O)C(=O)O,O=CCC(O)C(=O)O,"InChI=1S/C4H6O4/c5-2-1-3(6)4(7)8/h2-3,6H,1H2,(H,7,8)/t3-/m0/s1",62386-30-5,0,False,
C4H6O4,4,6,4,Q82827224,"6-Hydroxy-1,3-dioxan-4-one",O=C1CC(O)OCO1,O=C1CC(O)OCO1,"InChI=1S/C4H6O4/c5-3-1-4(6)8-2-7-3/h3,5H,1-2H2",823192-83-2,0,False,
C4H8O4,4,8,4,Q423233,D-threose,C(C(C(C=O)O)O)O,O=CC(O)C(O)CO,"InChI=1S/C4H8O4/c5-1-3(7)4(8)2-6/h1,3-4,6-8H,2H2/t3-,4-/m1/s1",95-43-2,33,True,Threose
C4H8O4,4,8,4,Q27109825,DL-erythrulose,C(C(C(=O)CO)O)O,O=C(CO)C(O)CO,"InChI=1S/C4H8O4/c5-1-3(7)4(8)2-6/h3,5-7H,1-2H2",40031-31-0,26,True,Erythrulose
C4H8O4,4,8,4,Q106039389,"2,3,4-trihydroxytetrahydrofuran",OC1COC(O)C1O,OC1COC(O)C1O,"InChI=1S/C4H8O4/c5-2-1-8-4(7)3(2)6/h2-7H,1H2",,0,False,
